,station_id,name,old_name,type,oos,lat,lon
1201,,,Harris Springs 2 Noise Level (unknown type),,,,
1202,,,Harris Springs 2 APDUID Performance Percent (unknown type),,,,
1203,,,Harris Springs 2 APDUID Count (unknown type),,,,
1204,,,Harris Springs 3 GPS (unknown type),,,,
1205,,,Harris Springs 3 Latency (unknown type),,,,
1206,,,Harris Springs 3 Noise Level (unknown type),,,,
1207,,,Harris Springs 3 APDUID Performance Percent (unknown type),,,,
1208,,,Harris Springs 3 APDUID Count (unknown type),,,,
1209,,,Lee Canyon 1 GPS (unknown type),,,,
1210,,,Lee Canyon 1 Latency (unknown type),,,,
1211,,,Lee Canyon 1 Noise Level (unknown type),,,,
1212,,,Lee Canyon 1 APDUID Performance Percent (unknown type),,,,
1213,,,Lee Canyon 1 APDUID Count (unknown type),,,,
1214,,,Grapevine Springs 1 GPS (unknown type),,,,
1215,,,Grapevine Springs 1 Latency (unknown type),,,,
1216,,,Grapevine Springs 1 Noise Level (unknown type),,,,
1217,,,Grapevine Springs 1 APDUID Performance Percent (unknown type),,,,
1218,,,Grapevine Springs 1 APDUID Count (unknown type),,,,
1219,,,Corn Creek NW GPS (unknown type),,,,
1220,,,Corn Creek NW Latency (unknown type),,,,
1221,,,Corn Creek NW Noise Level (unknown type),,,,
1222,,,Corn Creek NW APDUID Performance Percent (unknown type),,,,
1223,,,Corn Creek NW APDUID Count (unknown type),,,,
1224,,,Floyd Lamb City Park (Tule Springs) GPS (unknown type),,,,
1225,,,Floyd Lamb City Park (Tule Springs) Latency (unknown type),,,,
1226,,,Floyd Lamb City Park Noise Level (unknown type),,,,
1227,,,Floyd Lamb City Park (Tule Springs) APDUID Performance Percent (unknown type),,,,
1228,,,Floyd Lamb City Park (Tule Springs) APDUID Count (unknown type),,,,
1229,,,Nellis AFB South GPS (unknown type),,,,
1230,,,Nellis AFB South Latency (unknown type),,,,
1231,,,Nellis AFB South Noise Level (unknown type),,,,
1232,,,Nellis AFB South APDUID Performance Percent (unknown type),,,,
1233,,,Nellis AFB South APDUID Count (unknown type),,,,
1234,,,Rainbow Canyon GPS (unknown type),,,,
1235,,,Rainbow Canyon Latency (unknown type),,,,
1236,,,Rainbow Canyon Noise Level (unknown type),,,,
1237,,,Rainbow Canyon APDUID Performance Percent (unknown type),,,,
1238,,,Rainbow Canyon APDIUD Count (unknown type),,,,
1239,,,Indian Springs 1 GPS (unknown type),,,,
1240,,,Indian Springs 1 Latency (unknown type),,,,
1241,,,Indian Springs 1 Noise Level (unknown type),,,,
1242,,,Indian Springs 1 APDUID Performance Percent (unknown type),,,,
1243,,,Indian Springs 1 APDUID Count (unknown type),,,,
1244,,,Smoke Ranch at Buffalo GPS (unknown type),,,,
1245,,,Smoke Ranch at Buffalo Latency (unknown type),,,,
1246,,,Smoke Ranch at Buffalo Noise Level (unknown type),,,,
1247,,,Smoke Ranch at Buffalo APDUID Performance Percent (unknown type),,,,
1248,,,Smoke Ranch at Buffalo APDUID Count (unknown type),,,,
1249,,,Indian Springs 2 GPS (unknown type),,,,
1250,,,Indian Springs 2 Latency (unknown type),,,,
1251,,,Indian Springs 2 Noise Level (unknown type),,,,
1252,,,Indian Springs 2 APDUID Performance Percent (unknown type),,,,
1253,,,Indian Springs 2 APDUID Count (unknown type),,,,
1254,,,Harris Springs 1 GPS (unknown type),,,,
1255,,,Harris Springs 1 Latency (unknown type),,,,
1256,,,Harris Springs 1 Noise Level (unknown type),,,,
1257,,,Harris Springs 1 APDUID Performance Percent (unknown type),,,,
1258,,,Harris Springs 1 APDUID Count (unknown type),,,,
1259,,,Grapevine Springs 2 GPS (unknown type),,,,
1260,,,Grapevine Springs 2 Latency (unknown type),,,,
1261,,,Grapevine Springs 2 Noise Level (unknown type),,,,
1262,,,Grapevine Springs 2 APDUID Performance Percent (unknown type),,,,
1263,,,Grapevine Springs 2 APDUID Count (unknown type),,,,
1264,,,Yucca Forest 2 GPS (unknown type),,,,
1265,,,Yucca Forest 2 Latency (unknown type),,,,
1266,,,Yucca Forest 2 GPS Noise Level (unknown type),,,,
1267,,,Yucca Forest 2 APDUID Performance Percent (unknown type),,,,
1268,,,Yucca Forest 2 APDUID Count (unknown type),,,,
1269,,,Fossil Ridge PK WND (Peak Wind),,,,
1270,,,Fossil Ridge BATT (unknown type),,,,
1271,,,Fossil Ridge GPS (unknown type),,,,
1272,,,Fossil Ridge Latency (unknown type),,,,
1273,,,Fossil Ridge Noise Level (unknown type),,,,
1274,,,Fossil Ridge APDUID Performance Percent (unknown type),,,,
1275,,,Fossil Ridge APDUID Count (unknown type),,,,
1276,,,Tule Springs NW GPS (unknown type),,,,
1277,,,Tule Springs NW Latency (unknown type),,,,
1278,,,Tule Springs NW Noise Level (unknown type),,,,
1279,,,Tule Springs NW APDUID Performance Percent (unknown type),,,,
1280,,,Tule Springs NW APDUID Count (unknown type),,,,
1281,,,Vandenberg North DB RAIN (Rain),,,,
1282,,,Vandenberg North DB WL (Outlet) (Water Level),,,,
1283,,,Vandenberg North DB BATT (unknown type),,,,
1284,,,Vandenberg North DB GPS (unknown type),,,,
1285,,,Vandenberg North DB WL (Basin) (Water Level),,,,
1286,,,Vandenberg North DB Latency (unknown type),,,,
1287,,,Vandenberg North DB Noise Level (unknown type),,,,
1288,,,Vandenberg North DB APDUID Performance Percent (unknown type),,,,
1289,,,Vandenberg North DB APDUID Count (unknown type),,,,
1290,,,Carey/Lake Mead DB GPS (unknown type),,,,
1291,,,Carey/Lake Mead DB Latency (unknown type),,,,
1292,,,Carey/Lake Mead DB Noise Level (unknown type),,,,
1293,,,Carey/Lake Mead DB APDUID Performance Percent (unknown type),,,,
1294,,,Carey/Lake Mead DB APDUID Count (unknown type),,,,
1295,,,Skye Canyon 2 DB RAIN (4584) (Rain),,,,
1296,,,Skye Canyon 2 DB WL (Water Level),,,,
1297,,,Skye Canyon 2 DB BATT (unknown type),,,,
1298,,,Skye Canyon 2 DB GPS (unknown type),,,,
1299,,,Skye Canyon 2 DB Latency (unknown type),,,,
1300,,,Skye Canyon 2 DB Noise Level (unknown type),,,,
1301,,,Skye Canyon 2 DB APDUID Performance Percent (unknown type),,,,
1302,,,Skye Canyon 2 DB APDUID Count (unknown type),,,,
1303,,,Speedway #2 DB RAIN (Rain),,,,
1304,,,Speedway #2 DB WL (Water Level),,,,
1305,,,Speedway #2 DB BATT (unknown type),,,,
1306,,,Speedway #2 DB GPS Lock (unknown type),,,,
1307,,,Speedway #2 DB Latency (unknown type),,,,
1308,,,Speedway #2 DB APDUID Performance Percent (unknown type),,,,
1309,,,Speedway #2 DB APDUID Count (unknown type),,,,
1310,,,Skye Canyon 1 DB GPS (unknown type),,,,
1311,,,Skye Canyon 1 DB Latency (unknown type),,,,
1312,,,Skye Canyon 1 DB Noise Level (unknown type),,,,
1313,,,Skye Canyon 1 DB APDUID Performance Percent (unknown type),,,,
1314,,,Skye Canyon 1 DB APDUID Count (unknown type),,,,
1315,,,Flamingo Wash at Mojave BATT (unknown type),,,,
1316,,,Flamingo wash at Mojave GPS (unknown type),,,,
1317,,,North Las Vegas DB RAIN (4001) (Rain),,,,
1318,,,North Las Vegas DB WL (Water Level),,,,
1319,,,North Las Vegas DB BATT (unknown type),,,,
1320,,,North Las Vegas DB GPS (unknown type),,,,
1321,,,North Las Vegas DB Latency (unknown type),,,,
1322,,,North Las Vegas DB APDUID Performance Percent (unknown type),,,,
1323,,,North Las Vegas DB APDUID Count (unknown type),,,,
1324,,,Park Highlands West DB RAIN (Rain),,,,
1325,,,Park Highlands West DB WL (Water Level),,,,
1326,,,Park Highlands West DB BATT (unknown type),,,,
1327,,,Park Highlands West DB GPS (unknown type),,,,
1328,,,Park Highlands West DB Latency (unknown type),,,,
1329,,,Park Highlands West DB APDUID Performance Percent (unknown type),,,,
1330,,,Park Highlands West DB APDUID Count (unknown type),,,,
1331,,,Duck Creek above Mountain Vista GPS (unknown type),,,,
1332,,,Duck Creek above Mountain Vista Latency (unknown type),,,,
1333,,,Duck Creek above Mountain Vista APDUID Percent (unknown type),,,,
1334,,,Duck Creek above Mountain Vista APDUID Count (unknown type),,,,
1335,,,Mesquite Airport PK WND (Peak Wind),,,,
1336,,,Mesquite Airport BATT (unknown type),,,,
1337,,,Mesquite Airport GPS (unknown type),,,,
1338,,,Mesquite Airport Latency (unknown type),,,,
1339,,,Mesquite Airport Noise Level (unknown type),,,,
1340,,,Mesquite Airport APDUID Performance Percent (unknown type),,,,
1341,,,Mesquite Airport APDUID Count (unknown type),,,,
1342,,,Bunkerville PK WND (Peak Wind),,,,
1343,,,Bunkerville BATT (unknown type),,,,
1344,,,Bunkerville GPS (unknown type),,,,
1345,,,Bunkerville Latency (unknown type),,,,
1346,,,Bunkerville Noise Level (unknown type),,,,
1347,,,Bunkerville APDUID Performance Percent (unknown type),,,,
1348,,,Bunkerville APDUID Count (unknown type),,,,
1349,,,Mesquite 2 BATT (unknown type),,,,
1350,,,Mesquite 2 GPS (unknown type),,,,
1351,,,Mesquite 2 APDUID Performance Percent (unknown type),,,,
1352,,,Mesquite 2 APDUID Count (unknown type),,,,
1353,,,Windmill Wash DB GPS (unknown type),,,,
1354,,,Windmill Wash DB Latency (unknown type),,,,
1355,,,Windmill Wash DB APDUID Performance Percent (unknown type),,,,
1356,,,Windmill Wash DB APDUID Count (unknown type),,,,
1357,,,Muddy River at Cooper St. RAIN (Rain),,,,
1358,,,Muddy River at Cooper St. WL (Water Level),,,,
1359,,,Muddy River at Cooper St. BATT (unknown type),,,,
1360,,,Muddy River at Cooper St. GPS (unknown type),,,,
1361,,,Muddy River at Cooper St. Latency (unknown type),,,,
1362,,,Muddy River at Cooper St. Noise Level (unknown type),,,,
1363,,,Muddy River at Cooper St. APDUID Performance Percent (unknown type),,,,
1364,,,Muddy River at Cooper St. APDUID Count (unknown type),,,,
1365,,,Muddy River at Glendale Bridge RAIN (Rain),,,,
1366,,,Muddy River at Glendale Bridge WL (Water Level),,,,
1367,,,Muddy River at Glendale Bridge BATT (unknown type),,,,
1368,,,Muddy River at Glendale Bridge GPS (unknown type),,,,
1369,,,Muddy River at Glendale Bridge Latency (unknown type),,,,
1370,,,Muddy River at Glendale Bridge Noise Level (unknown type),,,,
1371,,,Muddy River at Glendale Bridge APDUID Performance Percent (unknown type),,,,
1372,,,Muddy River at Glendale Bridge APDUID Count (unknown type),,,,
1373,,,Weiser Wash BATT (unknown type),,,,
1374,,,Weiser Wash GPS (unknown type),,,,
1375,,,Weiser Wash Control (unknown type),,,,
1376,,,Weiser Wash Reset Count (unknown type),,,,
1377,,,Weiser Wash 5052 ALERT 1 Receiver Count (unknown type),,,,
1378,,,Weiser Wash 5052 ALERT 1 Repeater Count (unknown type),,,,
1379,,,Weiser Wash 5052 ALERT 2 Receiver Count (unknown type),,,,
1380,,,Weiser Wash 5052 ALERT 2 Repeater Count (unknown type),,,,
1381,,,Weiser Wash 5052 ALERT 2 Transmit Count (unknown type),,,,
1382,,,Weiser Wash Latency (unknown type),,,,
1383,,,Weiser Wash A2X Noise Level (unknown type),,,,
1384,,,Weiser Wash A2X Messages Sent (unknown type),,,,
1385,,,Weiser Wash A2X Messages Received (unknown type),,,,
1386,,,Weiser Wash A2X Internal Temperature (unknown type),,,,
1387,,,Weiser Wash A2X Battery Voltage (unknown type),,,,
1388,,,Weiser Wash A2X GPS Status (unknown type),,,,
1389,,,Weiser Wash A2X Warnings and Errors (unknown type),,,,
1390,,,Weiser Wash APDUID Performance Percent (unknown type),,,,
1391,,,Weiser Wash APDUID Count (unknown type),,,,
1392,,,California Wash 4 GPS (unknown type),,,,
1393,,,California Wash 4 Latency (unknown type),,,,
1394,,,California Wash 4 Noise Level (unknown type),,,,
1395,,,California Wash 4 APDUID Performance Percent (unknown type),,,,
1396,,,California Wash 4 APDUID Count (unknown type),,,,
1397,,,Moapa SW 2 GPS (unknown type),,,,
1398,,,Moapa SW 2 Latency (unknown type),,,,
1399,,,Moapa SW 2 Noise Level (unknown type),,,,
1400,,,Moapa SW 2 APDUID Performance Percent (unknown type),,,,
1401,,,Moapa SW 2 APDUID Count (unknown type),,,,
1402,,,Moapa SW 1 GPS (unknown type),,,,
1403,,,Moapa SW 1 Latency (unknown type),,,,
1404,,,Moapa SW 1 Noise Level (unknown type),,,,
1405,,,Moapa SW 1 APDUID Performance Percent (unknown type),,,,
1406,,,Moapa SW 1 APDUID Count (unknown type),,,,
1407,,,California Wash 2 GPS (unknown type),,,,
1408,,,California Wash 2 Latency (unknown type),,,,
1409,,,California Wash 2 Noise Level (unknown type),,,,
1410,,,California Wash 2 APDUID Performance Percent (unknown type),,,,
1411,,,California Wash 2 APDUID Count (unknown type),,,,
1412,,,Segmiller Wash GPS (unknown type),,,,
1413,,,Segmiller Wash Latency (unknown type),,,,
1414,,,Segmiller Wash Noise Level (unknown type),,,,
1415,,,Segmiller Wash APDUID Performance Percent (unknown type),,,,
1416,,,Segmiller Wash APDUID Count (unknown type),,,,
1417,,,Dry Gulch GPS (unknown type),,,,
1418,,,Dry Gulch Latency (unknown type),,,,
1419,,,Dry Gulch Noise Level  (unknown type),,,,
1420,,,Dry Gulch APDUID Performance Percent (unknown type),,,,
1421,,,Dry Gulch APDUID Count (unknown type),,,,
1422,,,Overton Airport WD (Wind Direction),,,,
1423,,,Overton Airport PK WND (Peak Wind),,,,
1424,,,Overton Airport BATT (unknown type),,,,
1425,,,Overton Airport GPS (unknown type),,,,
1426,,,Overton Airport Latency (unknown type),,,,
1427,,,Overton Airport Noise Level (unknown type),,,,
1428,,,Overton Airport APDUID Performance Percent (unknown type),,,,
1429,,,Overton Airport APDUID Count (unknown type),,,,
1430,,,Logan Wash BATT (unknown type),,,,
1431,,,Logan Wash GPS (unknown type),,,,
1432,,,Logan Wash Latency (unknown type),,,,
1433,,,Logan Wash Noise Level (unknown type),,,,
1434,,,Logan Wash APDUID Performance Percent (unknown type),,,,
1435,,,Logan Wash APDUID Count (unknown type),,,,
1436,,,Mormon Mesa Overton BATT (unknown type),,,,
1437,,,Mormon Mesa Overton GPS (unknown type),,,,
1438,,,Overton Beach PK WND (Peak Wind),,,,
1439,,,Overton Beach BATT (unknown type),,,,
1440,,,Overton Beach GPS (unknown type),,,,
1441,,,Overton Beach Latency (unknown type),,,,
1442,,,Moapa SW 3 GPS (unknown type),,,,
1443,,,Moapa SW 3 Latency (unknown type),,,,
1444,,,Moapa SW 3 Noise Level (unknown type),,,,
1445,,,Moapa SW 3 APDUID Performance Percent (unknown type),,,,
1446,,,Moapa SW 3 APDUID Count (unknown type),,,,
1447,,,Mormon Mesa 1 BATT (unknown type),,,,
1448,,,Mormon Mesa 1 GPS (unknown type),,,,
1449,,,Fairgrounds DB RAIN (3289) (Rain),,,,
1450,,,Fairgrounds DB WL (Water Level),,,,
1451,,,Fairgrounds DB BATT (unknown type),,,,
1452,,,Fairgrounds DB GPS (unknown type),,,,
1453,,,Fairgrounds DB Latency (unknown type),,,,
1454,,,Fairgrounds DB APDUID Performance Percent (unknown type),,,,
1455,,,Fairgrounds DB APDUID Count (unknown type),,,,
1456,,,Hogan Springs Overlook GPS (unknown type),,,,
1457,,,Hogan Springs Overlook Latency (unknown type),,,,
1458,,,Hogan Springs Overlook Noise Level (unknown type),,,,
1459,,,Hogan Springs Overlook APDUID Performance Percent (unknown type),,,,
1460,,,Hogan Springs Overlook APDUID Count (unknown type),,,,
1461,,,Muddy River Moapa (USGS) Latency (unknown type),,,,
1462,,,Muddy River Moapa (USGS) Noise Level (unknown type),,,,
1463,,,Muddy River Moapa (USGS) APDUID Performance Percent (unknown type),,,,
1464,,,Muddy River Moapa (USGS) APDUID Count (unknown type),,,,
1465,,,Elbow Canyon GPS (unknown type),,,,
1466,,,Elbow Canyon Latency (unknown type),,,,
1467,,,Elbow Canyon Noise Level (unknown type),,,,
1468,,,Elbow Canyon APDUID Performance Percent (unknown type),,,,
1469,,,Elbow Canyon APDUID Count (unknown type),,,,
1470,,,Boulder City SW GPS (unknown type),,,,
1471,,,Boulder City SW Latency (unknown type),,,,
1472,,,Boulder City SW Noise Level (unknown type),,,,
1473,,,Boulder City SW APDUID Performance Percent (unknown type),,,,
1474,,,Boulder City SW APDUID Count (unknown type),,,,
1475,,,Pittman North DB RAIN (Rain),,,,
1476,,,Pittman North DB WL (Water Level),,,,
1477,,,Pittman North DB BATT (unknown type),,,,
1478,,,Pittman North DB GPS (unknown type),,,,
1479,,,Pittman North DB Latency (unknown type),,,,
1480,,,Pittman North DB Noise Level (unknown type),,,,
1481,,,Pittman North DB APDUID Performance Percent (unknown type),,,,
1482,,,Pittman North DB APDUID Count (unknown type),,,,
1483,,,C-1 Channel at Warm Springs (USGS) BATT (unknown type),,,,
1484,,,C-1 Channel at Warm Springs (USGS) GPS (unknown type),,,,
1485,,,Apex GPS (unknown type),,,,
1486,,,Apex at I-15 Latency (unknown type),,,,
1487,,,Apex at I-15 Noise Level (unknown type),,,,
1488,,,Apex at I-15 APDUID Performance Percent (unknown type),,,,
1489,,,Apex at I-15 APDUID Count (unknown type),,,,
1490,,,Silverado Ranch DB RAIN (4651) (Rain),,,,
1491,,,Silverado Ranch DB WL (Water Level),,,,
1492,,,Silverado Ranch DB BATT (unknown type),,,,
1493,,,Silverado Ranch DB GPS (unknown type),,,,
1494,,,Silverado Ranch DB Latency (unknown type),,,,
1495,,,Silverado Ranch DB APDUID Performance Percent (unknown type),,,,
1496,,,Silverado Ranch DB APDUID Count (unknown type),,,,
1497,,,Red Rock Canyon Latency (unknown type),,,,
1498,,,Red Rock Canyon GPS (unknown type),,,,
1499,,,Red Rock Canyon Noise Level (unknown type),,,,
1500,,,Red Rock Canyon APDUID Performance Percent (unknown type),,,,
1501,,,Red Rock Canyon APDUID Count (unknown type),,,,
1502,,,East Henderson 2 BATT (unknown type),,,,
1503,,,East Henderson 2 GPS (unknown type),,,,
1504,,,East Henderson 2 APDUID Performance Percent (unknown type),,,,
1505,,,East Henderson 2 APDUID Count (unknown type),,,,
1506,,,Goodsprings 2 GPS (unknown type),,,,
1507,,,Goodsprings 2 Latency (unknown type),,,,
1508,,,Goodsprings 2 Noise Level (unknown type),,,,
1509,,,Goodsprings 2 APDUID Performance Percent (unknown type),,,,
1510,,,Goodsprings 2 APDUID Count (unknown type),,,,
1511,,,Jean SE GPS (unknown type),,,,
1512,,,Jean SE Latency (unknown type),,,,
1513,,,Jean SE Noise Level (unknown type),,,,
1514,,,Jean SE APDUID Performance Percent (unknown type),,,,
1515,,,Jean SE APDUID Count (unknown type),,,,
1516,,,Borman GPS (unknown type),,,,
1517,,,Borman Latency (unknown type),,,,
1518,,,Borman Noise Level (unknown type),,,,
1519,,,Borman Performance Percent (unknown type),,,,
1520,,,Borman APDUID Count (unknown type),,,,
1521,,,Nelson PK WND (Peak Wind),,,,
1522,,,Nelson BATT (unknown type),,,,
1523,,,Nelson GPS (unknown type),,,,
1524,,,Nelson Latency (unknown type),,,,
1525,,,Nelson APDUID Performance Percent (unknown type),,,,
1526,,,Nelson APDUID Count (unknown type),,,,
1527,,,Jean Southwest GPS (unknown type),,,,
1528,,,Jean Southwest Latency (unknown type),,,,
1529,,,Jean Southwest Noise Level (unknown type),,,,
1530,,,Jean Southwest APDUID Performance Percent (unknown type),,,,
1531,,,Jean Southwest APDUID Count (unknown type),,,,
1532,,,Jean Airport PK WND (Peak Wind),,,,
1533,,,Jean Airport BATT (unknown type),,,,
1534,,,Jean Airport GPS (unknown type),,,,
1535,,,Jean Airport Latency (unknown type),,,,
1536,,,Jean Airport Noise Level (unknown type),,,,
1537,,,Jean Airport APDUID Percent (unknown type),,,,
1538,,,Jean Airport APDUID Count (unknown type),,,,
1539,,,Jean SE 3 GPS (unknown type),,,,
1540,,,Jean SE3 Latency (unknown type),,,,
1541,,,Jean SE3 Noise Level (unknown type),,,,
1542,,,Jean SE3 APDUID Performance Percent (unknown type),,,,
1543,,,Jean SE3 APDUID Count (unknown type),,,,
1544,,,Jean SE 2 GPS (unknown type),,,,
1545,,,Jean SE2 Latency (unknown type),,,,
1546,,,Jean SE2 Noise Level (unknown type),,,,
1547,,,Jean SE2 APDUID Performance Percent (unknown type),,,,
1548,,,Jean SE2 APDUID Count (unknown type),,,,
1549,,,Primm GPS (unknown type),,,,
1550,,,Primm Latency (unknown type),,,,
1551,,,Primm Noise Level (unknown type),,,,
1552,,,Primm APDUID Performance Percent (unknown type),,,,
1553,,,Primm APDUID Count (unknown type),,,,
1554,,,Cactus near Durango GPS (unknown type),,,,
1555,,,Cactus near Durango Latency (unknown type),,,,
1556,,,Cactus near Durango Noise Level (unknown type),,,,
1557,,,Cactus near Durango APDUID Performance Percent (unknown type),,,,
1558,,,Cactus near Durango APDUID Count (unknown type),,,,
1559,,,Yucca Forest 1 GPS (unknown type),,,,
1560,,,Yucca Forest 1 Latency (unknown type),,,,
1561,,,Yucca Forest 1 Noise Level (unknown type),,,,
1562,,,Yucca Forest 1 APDUID Performance Percent (unknown type),,,,
1563,,,Yucca Forest 1 APDUID Count (unknown type),,,,
1564,,,Freeway Channel near Charleston BATT (unknown type),,,,
1565,,,Freeway Channel near Charleston GPS (unknown type),,,,
1566,,,Freeway Channel near Charleston Latency (unknown type),,,,
1567,,,Freeway Channel near Charleston APDUID Performance Percent (unknown type),,,,
1568,,,Freeway Channel near Charleston APDUID Count (unknown type),,,,
1569,,,Rio (Twain) Pump Site GPS (unknown type),,,,
1570,,,Rio (Twain) Pump Site Latency (unknown type),,,,
1571,,,Rio (Twain) Pump Site Noise Level (unknown type),,,,
1572,,,Rio (Twain) Pump Site APDUID Performance Percent (unknown type),,,,
1573,,,Rio (Twain) Pump Site APDUID Count (unknown type),,,,
1574,,,Arden GPS (unknown type),,,,
1575,,,Arden Latency (unknown type),,,,
1576,,,Arden Noise Level (unknown type),,,,
1577,,,Arden APDUID Performance Percent (unknown type),,,,
1578,,,Arden APDUID Count (unknown type),,,,
1579,,,DI Super Arterial GPS (unknown type),,,,
1580,,,DI Super Arterial Latency (unknown type),,,,
1581,,,DI Super Arterial Noise Level (unknown type),,,,
1582,,,DI Super Arterial APDUID Performance Percent (unknown type),,,,
1583,,,DI Super Arterial APDUID Count (unknown type),,,,
1584,,,Duck Creek near Tomiyasu BATT (unknown type),,,,
1585,,,Duck Creek near Tomiyasu GPS (unknown type),,,,
1586,,,Duck Creek near Tomiyasu Latency (unknown type),,,,
1587,,,Duck Creek near Tomiyasu APDUID Performance Percent (unknown type),,,,
1588,,,Duck Creek near Tomiyasu APDUID Count (unknown type),,,,
1589,,,Pittman Wash at Wigwam BATT (unknown type),,,,
1590,,,Pittman Wash at Wigwam GPS (unknown type),,,,
1591,,,Pittman Wash at Wigwam Latency (unknown type),,,,
1592,,,Pittman Wash at Wigwam APDUID Percent (unknown type),,,,
1593,,,Pittman Wash at Wigwam APDUID Count (unknown type),,,,
1594,,,Pioneer DB BATT (unknown type),,,,
1595,,,Pioneer DB GPS (unknown type),,,,
1596,,,Pioneer DB Latency (unknown type),,,,
1597,,,Pioneer DB APDUID Performance Percent (unknown type),,,,
1598,,,Pioneer DB APDUID Count (unknown type),,,,
1599,,,Sandy Valley GPS (unknown type),,,,
1600,,,Sandy Valley Latency (unknown type),,,,
1601,,,Sandy Valley Noise Level (unknown type),,,,
1602,,,Sandy Valley APDUID Performance Percent (unknown type),,,,
1603,,,Sandy Valley APDUID Count (unknown type),,,,
1604,,,Kidwell Airport RAIN (5139) (Rain),,,,
1605,,,Kidwell Airport TEMP (Air Temp),,,,
1606,,,Kidwell Airport RH (Rel. Humidity),,,,
1607,,,Kidwell Airport SPD (Wind Speed),,,,
1608,,,Kidwell Airport WD (Wind Direction),,,,
1609,,,Kidwell Airport PK WND (Peak Wind),,,,
1610,,,Kidwell Airport BATT (unknown type),,,,
1611,,,Kidwell Airport GPS (unknown type),,,,
1612,,,Kidwell Airport DPT (Dewpoint),,,,
1613,,,Kidwell Airport Latency (unknown type),,,,
1614,,,Kidwell Airport Noise Level (unknown type),,,,
1615,,,Kidwell Airport APDUID Performance Percent (unknown type),,,,
1616,,,Kidwell Airport APDUID Count (unknown type),,,,
1617,,,CalNevAri GPS (unknown type),,,,
1618,,,CalNevAri Latency (unknown type),,,,
1619,,,CalNevAri Noise Level (unknown type),,,,
1620,,,CalNevAri APDUID Performance Percent (unknown type),,,,
1621,,,CalNevAri APDUID Count (unknown type),,,,
1622,,,Laughlin 2 GPS (unknown type),,,,
1623,,,Laughlin 2 Latency (unknown type),,,,
1624,,,Laughlin 2 Noise Level (unknown type),,,,
1625,,,Laughlin 2 APDUID Performance Percent (unknown type),,,,
1626,,,Laughlin 2 APDUID Count (unknown type),,,,
1627,,,Sunrise Landfill 2 GPS (unknown type),,,,
1628,,,Sunrise Landfill 2 Latency (unknown type),,,,
1629,,,Sunrise Landfill 2 Noise Level (unknown type),,,,
1630,,,Sunrise Landfill 2 APDUID Performance Percent (unknown type),,,,
1631,,,Sunrise Landfill 2 APDUID Count (unknown type),,,,
1632,,,Sunrise Landfill 1 GPS (unknown type),,,,
1633,,,Sunrise Landfill 1 Latency (unknown type),,,,
1634,,,Sunrise Landfill 1 Noise Level (unknown type),,,,
1635,,,Sunrise Landfill 1 APDUID Performance Percent (unknown type),,,,
1636,,,Sunrise Landfill 1 APDUID Count (unknown type),,,,
1637,,,Charleston at Rampart GPS (unknown type),,,,
1638,,,Charleston at Rampart Latency (unknown type),,,,
1639,,,Charleston at Rampart Noise Level (unknown type),,,,
1640,,,Charleston at Rampart APDUID Performance Percent (unknown type),,,,
1641,,,Charleston at Rampart APDUID Count (unknown type),,,,
1642,,,Boulder City PK WND (Peak Wind),,,,
1643,,,Boulder City BATT (unknown type),,,,
1644,,,Boulder City GPS (unknown type),,,,
1645,,,Boulder City Latency (unknown type),,,,
1646,,,Boulder City Noise Level (unknown type),,,,
1647,,,Boulder City APDUID Performance Percent (unknown type),,,,
1648,,,Boulder City APDUID Count (unknown type),,,,
1649,,,Oakey at Rainbow GPS (unknown type),,,,
1650,,,Oakey at Rainbow Latency (unknown type),,,,
1651,,,Oakey at Rainbow Noise Level (unknown type),,,,
1652,,,Oakey at Rainbow APDUID Performance Percent (unknown type),,,,
1653,,,Oakey at Rainbow APDUID Count (unknown type),,,,
1654,,,Summerlin Pkwy GPS (unknown type),,,,
1655,,,Summerlin Pkwy Latency (unknown type),,,,
1656,,,Summerlin Pkwy Noise Level (unknown type),,,,
1657,,,Summerlin Pkwy APDUID Performance Percent (unknown type),,,,
1658,,,Summerlin Pkwy APDUID Count (unknown type),,,,
1659,,,Warm Springs at Jones GPS (unknown type),,,,
1660,,,Warm Springs at Jones Latency (unknown type),,,,
1661,,,Warm Springs at Jones Noise Level (unknown type),,,,
1662,,,Warm Springs at Jones APDUID Performance Percent (unknown type),,,,
1663,,,Warm Springs at Jones APDUID Count (unknown type),,,,
1664,,,Fire Station 97 RAIN (4701) (Rain),,,,
1665,,,Fire Station 97 BATT (unknown type),,,,
1666,,,Fire Station 97 GPS (unknown type),,,,
1667,,,Fire Station 97 Latency (unknown type),,,,
1668,,,Fire Station 97 Noise Level (unknown type),,,,
1669,,,Fire Station 97 APDUID Performance Percent (unknown type),,,,
1670,,,Fire Station 97 APDUID Count (unknown type),,,,
1671,,,Summerlin NW GPS (unknown type),,,,
1672,,,Summerlin NW Latency (unknown type),,,,
1673,,,Summerlin NW Noise Level (unknown type),,,,
1674,,,Summerlin NW APDUID Performance Percent (unknown type),,,,
1675,,,Summerlin NW APDUID Count (unknown type),,,,
1676,,,Fire Station 98 RAIN (4702) (Rain),,,,
1677,,,Fire Station 98 BATT (unknown type),,,,
1678,,,Fire Station 98 GPS (unknown type),,,,
1679,,,Fire Station 98 Latency (unknown type),,,,
